Key;English;;;;;;;;;;;;;
russification_of_finland_title;将芬兰俄罗斯化;;;;;;;;;;;;;
russification_of_finland_desc;$YEAR$年$MONARCHTITLE$发表的宣言使一个世纪以来享受富裕和自主权的芬兰感到绝望。该宣言在芬兰总理尼古拉 博布里科夫被威胁军事入侵后，在芬兰参议院由$MONARCHTITLE$所任命的议长领导下投票强制通过。尽管表面上肯定了芬兰人在琐碎地方事务中的权利，该宣言授予了国家可以在任何可能属于帝国法律范围内事物的权力。主要制定的政策包括：\n纳入服役制度，将芬兰军队合并至帝国军队。\n使俄罗斯语作为官方行政语言。\n指定俄罗斯东正教会为国家教会，并声明促使东正教信徒转信新教的行为非法。\n$YEAR$年宣言使得帝国政府统治芬兰无需对当地立法团体妥协，比如媒体审查，仅能使用俄罗斯货币，以及使用有许可的签章文件。\n我们的芬兰附庸国肯定不会喜欢这样并可能会进行反抗。;;;;;;;;;;;;;
force_neuchatel_issue_title;索要纳沙泰尔;;;;;;;;;;;;;
force_neuchatel_issue_desc;我们可以尝试向瑞士施压以宣称我们对纳沙泰尔的要求，最终解决对该领土的所有权问题。然而，这将激怒欧洲列强。;;;;;;;;;;;;;
access_to_the_rhine_title;通向莱茵;;;;;;;;;;;;;
access_to_the_rhine_desc;与卡塞尔统治者的关系开始变得不稳定，动荡时期内两国关系可能改善也可能恶化。现在情况超出了我们控制，他们禁止我们的军队通过卡塞尔达到西部省份。根据邦国间的公约，我们有权使用通过黑森的军事道路，也是我们与莱茵省份联系的唯一方法，这是对$COUNTRY$的直接挑战！我们不能就这样被切断——立即采取行动，以确保进入莱茵区域。;;;;;;;;;;;;;
build_the_cnr1_title;加拿大国家铁路第一阶段;;;;;;;;;;;;;
build_the_cnr1_desc;连接温尼伯到大西洋海岸的加拿大国家铁路的第一阶段已经完成。现在工作从第二阶段开始，这将会相当困难。;;;;;;;;;;;;;
build_the_cnr2_title;加拿大国家铁路第二阶段;;;;;;;;;;;;;
build_the_cnr2_desc;连接卡尔加里与大西洋海岸的加拿大国家铁路的第二阶段已经完成。现在的工作到了最后一个阶段，这将是最长也是最困难的阶段，需要创造一条通过洛矶山脉的通道。;;;;;;;;;;;;;
build_the_cnr3_title;加拿大国家铁路竣工;;;;;;;;;;;;;
build_the_cnr3_desc;为了通过落基山脉我们付出了大量的努力，加拿大国铁已经完成了！现在一条铁路将连接太平洋沿岸到大西洋。人群聚集在$CAPITAL$以庆祝第一台火车完成旅程！;;;;;;;;;;;;;
cede_aden_title;归还亚丁给也门;;;;;;;;;;;;;
cede_aden_desc;为了巩固与也门的关系，我们应该进一步强化我们的非殖民化工作，并将亚丁还给给他们。这意味着我们将失去一个战略重要港口，但它将提高我们在世界上其他国家眼中的声誉。;;;;;;;;;;;;;
establish_writing_system_title;Adopt a Writing System;;;;;;;;;;;;;
establish_writing_system_desc;Our society has worked without a writing system for centuries. The foreign missionaries use these symbols to communicate with each other and to leave notes. If we were to, with their help, codify our language and teach our people, maybe we can become as powerful as the countries they come from.;;;;;;;;;;;;;
tasmania_penal_colony_title;范迪门斯流刑地;;;;;;;;;;;;;
tasmania_penal_colony_desc;1803年，澳大利亚南部的岛屿被英国当作一个流放地，名为范迪门斯，并成为新南威尔士的一部分。男性囚犯根据其判决，作为劳工被分配给定居者或成组分配到公共工程进行劳动。只有最危险的罪犯（大多是惯犯）将被送到称为亚瑟港的塔斯曼半岛监狱。女囚犯被指定为定居者家庭的仆人或被送到女性囚犯工厂，范迪门斯地有五家这样的工厂。囚犯完成判决的劳务或是取得假释许可后通常会马上离开范迪门斯地。由于对墨尔本等城镇的定居者感到失望，许多人选择定居在维多利亚州的新殖民地。\n\n我们可以废除流刑地，把该岛转换成一个常规殖民地。从范迪门斯地改名为塔斯玛尼亚，应该有助于我们清除岛上的污名。;;;;;;;;;;;;;
claim_argentina_chaco_title;宣称阿根廷的大厦谷;;;;;;;;;;;;;
claim_argentina_chaco_desc;大厦谷自1810年以来一直是一个有争议的领土。正式来说它分别属于阿根廷，玻利维亚和巴拉圭，尽管自巴拉圭独立以来，巴拉圭河以西的大部分的土地部分属于巴拉圭。如果我们宣称这片区域将对我们有利。;;;;;;;;;;;;;
UBD_germans_accepted_title;恢复波罗的海的德国贵族;;;;;;;;;;;;;
UBD_germans_accepted_desc;长期居住在波罗的海国家的德国人曾经是该地区的主要力量之一，但现在他们不再拥有政府或社会层面上的权力。随着波罗的海国家受到我们的保护和控制，我们应该重新安置德国贵族以更好的为我们服务。;;;;;;;;;;;;;
add_lithuania_baltic_states_title;将立陶宛纳入波罗的海国家;;;;;;;;;;;;;
add_lithuania_baltic_states_desc;立陶宛虽然不被视为波罗的海国家的一部分，但他足够小到可以加入波罗的海政府。立陶宛人肯定不会喜欢这样，唯一的办法就是通过武力实现，这样做会使我们的波罗的海盟友更容易管理。;;;;;;;;;;;;;
1850_compromise_title;$YEAR$年妥协案;;;;;;;;;;;;;
1850_compromise_desc;参议员亨利·克莱和斯蒂芬·道格拉斯提出了一项关于奴隶制问题的妥协案草案，以在民众意愿的基础上决定各地区内施行奴隶制或是废奴制。通过支持该法案，我们可以至少在一段时间内平息奴隶制问题的紧张局势，以缓解关于美墨战争期间获得领土地位为蓄奴州或自由州所持续四年的政治对抗。妥协案由五个单独的法案组成，其重点在于：\n1.德克萨斯放弃对新墨西哥的宣称，同样放弃在密苏里妥协线北部的宣称，但保留了德克萨斯西北的回廊地带，联邦政府将接管州内的公共债务。\n2.加利福尼亚在现有疆域下以自由州的身份加入联邦。\n3.威尔莫特附文将被完全拒绝。\n4.在华盛顿特区内奴隶贩卖（但不是奴隶制）将被禁止。;;;;;;;;;;;;;
conquer_conakry_title;科纳克里保护国;;;;;;;;;;;;;
conquer_conakry_desc;18世纪以来，葡萄牙，英国，法国贸易商在圭亚那海岸建立了一些小型驻地。葡萄牙人在里奥庞戈和里奥纽兹有交易所，用于购买从内陆被捕来的非洲人奴隶。1820年，随着英国和法国商人的跟进与英国对奴隶贸易的压制和葡萄牙帝国衰退下，这些站点被抛弃。法国海军上将博特-维劳梅兹与该地区的沿海社区达成了一些条约（通常在力量威胁下），确保位于马赛的贸易商在1840年代前关于棕榈油贸易的垄断权。棕榈油贸易主要用于制作肥皂，迪乌拉商人在在内陆建立市场，并将其运送到沿海据点进行贸易。我们可以官方确定这些贸易据点和路线的作为殖民地以有效地控制科纳克里。;;;;;;;;;;;;;
senegal_gambia_border_treaty_title;塞内加尔-几内亚边境条约;;;;;;;;;;;;;
senegal_gambia_border_treaty_desc;我们在塞内加尔和几内亚殖民地边界和另一个国家出现了争议。根据柏林会议所建立的有效统治原则，$COUNTRY_ADJ$公民一直生活所在济金绍尔应该属于我们，但此地一直处于另一个国家的领土下，由此引发了争议。我们的外交官正在尝试进行一场交换——加布换济金绍尔，现在我们只需要向我们的邻居提出这个交易。;;;;;;;;;;;;;
effective_occupation_western_sahara_title;占领西撒哈拉;;;;;;;;;;;;;
effective_occupation_western_sahara_desc;柏林会议上，欧洲各国正在制定在非洲建立势力范围或保护国的规则。$YEAR$年，$COUNTRY$希望建立一个非洲海岸从拉斯努瓦迪布到博哈多尔角的保护国。根据柏林会议确定的有效占领原则，只有在该地区建立行政统治后才能获得宣称该地的必要性，而这正是$COUNTRY$所做的。;;;;;;;;;;;;;
austro_hungarian_border_treaty_title;奥地利-匈牙利边界条约;;;;;;;;;;;;;
austro_hungarian_border_treaty_desc;我们的外交官正在起草一份我们和邻国之间的友好边界条约，以解决两国之间领土悬而未决的问题。条约将包括人口交换，确定边界和友谊声明。如果我们签署这份协定，还能向世界展示我们在外交上进行和解和政府尊重人民意愿的尊重。;;;;;;;;;;;;;
claim_fiume_title;阜姆问题;;;;;;;;;;;;;
claim_fiume_desc;克罗地亚享有匈牙利内的宪法自主权。作为匈牙利唯一的国际港口，阜姆市原本是独立的，直接由布达佩斯任命的州长作为独立个体管理。我们与阜姆关系密切，其海军基地和港口在我们手中将发挥重要作用。;;;;;;;;;;;;;
abolish_italian_minors_title;意大利城邦;;;;;;;;;;;;;
abolish_italian_minors_desc;意大利的统一并不是一个顺利的过程，原来意大利城邦的地方自治仍然存在。我们需要一个团结一致的国家，所以我们必须废除地方自治和特权。;;;;;;;;;;;;;
canadian_lands_title;加拿大领地;;;;;;;;;;;;;
canadian_lands_desc;一部分我们控制的土地仍在被加拿大自治领所宣称，将主权移交给他们将大大有助于我们的关系。;;;;;;;;;;;;;
guantanamo_bay_lease_title;租借关塔那摩;;;;;;;;;;;;;
guantanamo_bay_lease_desc;古巴岛的关塔那摩湾是岛上南部最大的天然港口，四周环绕着陡峭的山丘，形成一个与腹地相隔的飞地。这里会成为一个优秀的燃料补给站，船只可以在飓风季节期留在这个天然港口里，同时在加勒比地区投射我们的影响力。我们最好的外交官可以准备一份租赁文件以获取这样的战略地域供我们使用。;;;;;;;;;;;;;
selling_danish_virgin_islands_title;购买维尔京群岛;;;;;;;;;;;;;
selling_danish_virgin_islands_desc;维尔京群岛原来居住着阿拉瓦克人、加勒比人和塞米人（Cermic），这些原住民都在殖民时代受压迫而消亡。我们意欲购买的维尔京群岛——圣托马斯岛、圣约翰岛和圣克罗伊岛——的拥有者近几十年来对它们的监管不力，入不敷出。尽管他们有一定的理由留着这几个岛，但是有钱能使鬼推磨，我们总能开出让他们难以拒绝的价码。;;;;;;;;;;;;;
brazilian_rubber_boom_title;鼓励亚马逊橡胶热潮;;;;;;;;;;;;;
brazilian_rubber_boom_desc;橡胶的采集与商业化带来的橡胶热潮（Ciclo da borracha）是巴西和邻国亚马逊地区经济和社会历史的重要组成部分。以亚马逊盆地为中心的橡胶产业热潮导致了欧洲人对这一地区的大规模殖民扩张，吸引了外来移民，产生了大量财富，也造成了文化和社会变迁。橡胶热潮也促进了几个城市的发展，例如亚马逊州首府玛瑙斯、朗多尼亚州首府波多韦柳和帕拉州首府贝伦。;;;;;;;;;;;;;
integrate_kazakhstan_title;整合哈萨克斯坦;;;;;;;;;;;;;
integrate_kazakhstan_desc;中亚的其他省份都已经落入我们的掌握之中——除了哈萨克斯坦。我们是时候将它变成俄罗斯不可分割的一部分了。;;;;;;;;;;;;;
greater_tibet_title;大西藏;;;;;;;;;;;;;
greater_tibet_desc;吐蕃帝国曾经统治广大的土地，后来这些土地却被蛮族夺走了。西藏人仍然生活在这些地方，我们夺回那些历史上本属于我们的土地的时候已经到了。;;;;;;;;;;;;;
reorganize_timor_title;重组帝汶;;;;;;;;;;;;;
reorganize_timor_desc;现在，我们已取得了帝力的所有权。我们应改组其结构以使其真正地成为我们更庞大的殖民管理部门中的一部分。;;;;;;;;;;;;;
organize_timor_title;组建帝汶;;;;;;;;;;;;;
organize_timor_desc;为了更好地从我们在帝汶地殖民地中获利，我们应该组建一个集权的行政体系并适当地对其基础设施进行现代化。;;;;;;;;;;;;;
abolish_wallachia_moldavia_title;废除瓦拉几亚与摩尔达维亚;;;;;;;;;;;;;
abolish_wallachia_moldavia_desc;旧的瓦拉几亚与摩尔达维亚的行政区划已经过时了，罗马尼亚统一了，那些公国的头衔也不再存在。我们是时候永远废除这些区划了。;;;;;;;;;;;;;
abolish_transylvania_title;废除特兰西瓦尼亚;;;;;;;;;;;;;
abolish_transylvania_desc;旧的特兰西瓦尼亚的行政区划已经过时了，罗马尼亚统一了，那些公国的头衔也不再存在。我们是时候永远废除这些区划了。;;;;;;;;;;;;;
st_barths_question_title;圣巴托洛缪岛问题;;;;;;;;;;;;;
st_barths_question_desc;圣巴托洛缪岛一直属于法国直到1784年它被交给瑞典以换取在哥德堡的贸易特权。然而，现在他们很难维持对这座岛屿的殖民。我们可以推动一场谈判以在这个岛上进行回归法国的公投，但是他们依然有可能把岛割给其他列强以避免与我们的冲突。就算公投失败，我们仍然可以宣称该岛的主权。;;;;;;;;;;;;;
shinbutsu_bunri_title;神佛分离;;;;;;;;;;;;;
shinbutsu_bunri_desc;“神佛分离”指的是明治维新之后发起的意在将神道教与佛教分离的运动，包括神（神道教神灵）与佛（佛教神灵）的分离和佛寺与神社的分离。直到江户时代末期，神道教都与佛教紧密相连，称作“神佛习合”，那时一座建筑经常既作为佛寺也作为神社，神也被认为是佛的显现。新政府将神佛分离视为削弱各佛教教派的巨大财富和权力的一种途径。同时，它也能使神道教，尤其是其中天皇崇拜的部分，成长为培养民族主义的有效手段。第一步的命令由神祗省于$YEAR$下发，下令强迫别当和社僧（在神佛习合的神社中司掌佛教仪式的僧人）还俗。几天后太政官禁止了神道教内例如权现之类的佛教术语的使用，还禁止在神社内拜佛像。下一步，佛教术语“大菩萨”被禁止用来称呼石清水八幡宫和宇佐八幡宫的八幡神。最后一步，还俗的别当和社僧都被告知转职为“神主”（神道教神职人员）并回归他们原来的神社。日莲宗的僧人也被告知不允许用“神”来称呼他们的神明。;;;;;;;;;;;;;
imperial_rescript_title;教育敕语;;;;;;;;;;;;;
imperial_rescript_desc;明治维新开始后，新政府的领导层认为有必要制定一个以帝国宪法为中心的政治制度以强调快速实现现代化的共同目标。在十九世纪七八十年代，元田永孚等保守派推动将儒家思想作为教育和公共道德的指导；但是井上毅等西化派觉得这会带回旧的封建秩序和“以天皇为中心”的哲学。山县有朋首相组织起草了教育敕语，它是一个妥协的产物，主要由井上毅撰写，也采纳了元田永孚和其他人的观点。这份敕语在颁布后立即被分发到全国各地的学校，上面还带有明治天皇的肖像。;;;;;;;;;;;;;
formosa_independence_title;宣布独立;;;;;;;;;;;;;
formosa_independence_desc;大陆的伪政府试图入侵台湾以摧毁我们正统的政府，但他们失败了。我们应该宣布独立，与列强和伪政府交涉以确保我们作为独立自主的国家的地位得到认可。;;;;;;;;;;;;;
occupy_kita_ezo_title;征服北虾夷;;;;;;;;;;;;;
occupy_kita_ezo_desc;外国列强正对我国虎视眈眈，我们需要巩固在北虾夷的统治，从步步逼近的俄国人手里拯救这里的原住民，以此展示我们的力量。;;;;;;;;;;;;;
greater_croatia_title;大克罗地亚（Velika Hrvatska）;;;;;;;;;;;;;
greater_croatia_desc;大克罗地亚这个概念的现代起源来自伊利里亚运动，一个现代早期兴起的泛南斯拉夫文化和政治运动，后来又被一群年轻的克罗地亚知识分子在19世纪前期复兴了。尽管这个运动是在当时欧洲民族主义风潮的大背景下兴起的，但它尤其在当时统治克罗地亚的匈牙利王国滋生出强烈的民族主义。;;;;;;;;;;;;;
annex_sigmaringen_title;建立霍亨索伦省;;;;;;;;;;;;;
annex_sigmaringen_desc;霍亨索伦-西格玛林根侯国与霍亨索伦-黑欣根侯国是两个由霍亨索伦家族的天主教支系统治的独立侯国，与我们血脉相连。现在自由主义革命的不安气氛让天主教诸侯们乐意谈判并将主权移交给我们。;;;;;;;;;;;;;
establish_the_majles_title;建立伊斯兰议会;;;;;;;;;;;;;
establish_the_majles_desc;现在我们的国家已经拥有一部宪法，接下来我们需要建立一个议会确保宪法能够得到执行、避免征服滥用权力。让我们召集人民的代表吧！伊斯兰议会万岁！;;;;;;;;;;;;;
anglo_persian_oil_company_title;组建英伊石油公司;;;;;;;;;;;;;
anglo_persian_oil_company_desc;英国的英伊石油公司是第一家在伊朗开采石油的公司。1901年威廉·诺克斯·达西与穆扎法尔丁谈判获得了石油特许经营权：他以20000英镑、等额的股份和未来分红的承诺换取了沙阿给予的60年内在大片土地上的专属开采权。1908年五月初，已在伊朗投资了50万英镑却一无所获的达西发来一封电报称他已经没钱了并要求公司“停工”、裁员和“把任何有价值的东西都拆卸带回家”。地质学家乔治·伯纳德·雷诺兹拖延执行指令，坚持进行勘探，不久就在1908年5月26日幸运地发现了石油。;;;;;;;;;;;;;
claim_sakhalin_china_title;宣称萨哈林岛主权;;;;;;;;;;;;;
claim_sakhalin_china_desc;萨哈林岛一直是$COUNTRY$在东方的天然边境，然而这条边界线却一直被野蛮人占据，使我们伟大的祖国蒙羞。是时候废除那些不平等条约强加在我们头上的条款，撕毁停战协定并让那些东方的统治者们放弃对我们固有领土的主张了。我们要夺回东方的边境线！;;;;;;;;;;;;;
selling_danish_india_title;丹麦属印度;;;;;;;;;;;;;
selling_danish_india_desc;在拿破仑战争期间，英国人攻击丹麦的运输航线并几乎摧毁了丹麦东印度公司的印度贸易。1801年5月到1802年8月和1808年到1815年9月20日期间英国甚至占领了丹麦堡和弗雷德里克纳戈尔。丹麦殖民地已经衰退了，我们是时候转手它们了。我们估计我们在印度的殖民地能卖20000元。;;;;;;;;;;;;;
gadsden_purchase_title;盖兹登购地;;;;;;;;;;;;;
gadsden_purchase_desc;我们与墨西哥之间的问题和争端还悬而未决。在我们领土边疆居住的原住民攻击我们的邻国，我们承诺会阻止，但是我们对边疆地区缺乏控制导致实际上无力阻止。墨西哥人声称我们应该对这些袭击进行赔偿，并认为我们应该按照上一份条约的规定支付赔款。为了平息局势，$COUNTRY_ADJ$$MONARCHTITLE$派遣了詹姆斯·盖兹登，$COUNTRY_ADJ$新任墨西哥大使，与桑塔·安纳（时任墨西哥总统）谈判。国务卿威廉·马西指示盖兹登重商边界以为修建南部铁路腾出空间并尽量压下$COUNTRY_ADJ$为原住民攻击而支付的赔款，还要解决与Garay计划相关国之间的财政问题。\n\n注意：为购买土地你可能需要向墨西哥政府支付100000元，但价格最低能被压低到50000元。;;;;;;;;;;;;;
restore_miskito_title;恢复米斯基托保护国;;;;;;;;;;;;;
restore_miskito_desc;我们已经击败了敌人，我们可以强迫他们在和谈中割让土地以重建米斯基托保护国。;;;;;;;;;;;;;
occupy_miskito_title;吞并米斯基托保护国;;;;;;;;;;;;;
occupy_miskito_desc;米斯基托海岸历史上是英国的殖民地和保护国，后来归属尼加拉瓜并成为由国王乔治·奥古斯都·弗雷德里克二世统治的自治领，国王为了保全自己的统治权接受了尼加拉瓜政府的宗主地位，后者每年付给他一千英镑的补助金直到1870年。在他于1865年逝世后，他的继承者威廉·亨利·克拉伦斯并没有受到政府的承认，由于他们的同盟和保护者远在大洋彼岸，迅速入侵然后夺回本来应该属于我们的领土应该只是小事一桩。;;;;;;;;;;;;;
dutch_wallonia_title;荷属瓦隆;;;;;;;;;;;;;
dutch_wallonia_desc;在比利时独立期间，瓦隆人将当地的城镇、自然景观、道路和村庄全部更名为法语。由于荷兰人恢复了对该地区的正当统治，将这些地方回归原本的荷兰语名称是一件再自然不过的事了。;;;;;;;;;;;;;
texan_claims_title;德克萨斯的宣称;;;;;;;;;;;;;
texan_claims_desc;为了在与墨西哥实现和平之后能建造一条通往加州的铁路以“通航东印度”和“与秘鲁和智利贸易”，德克萨斯的领导人宣布将里奥格兰德河作为与墨西哥的边境，新边境的推进涵盖了新墨西哥州的大部分地区。;;;;;;;;;;;;;
ionian_islands_question_title;1864年伦敦条约;;;;;;;;;;;;;
ionian_islands_question_desc;爱奥尼亚群岛自拿破仑战争结束以来就是英国的保护地。1862年，对保护地的维持被当做负担，于是爱奥尼亚群岛在两年的谈判后被划给了希腊。;;;;;;;;;;;;;
renamed_istanbul_back_title;光复伊斯坦布尔;;;;;;;;;;;;;
renamed_istanbul_back_desc;我们已经夺取了伊斯坦布尔城。尽管它有许多名字，但是为了纪念我们的光复，我们应将它的名字改回伊斯坦布尔。;;;;;;;;;;;;;
renamed_istanbul_tsargrad_title;沙皇格勒;;;;;;;;;;;;;
renamed_istanbul_tsargrad_desc;我们已经夺取了伊斯坦布尔城。尽管它有许多名字，但是为了纪念我们的征服，我们应给它取一个更加贴近我国文化的名字。;;;;;;;;;;;;;
renamed_istanbul_constantinople_title;光复君士坦丁堡;;;;;;;;;;;;;
renamed_istanbul_constantinople_desc;我们已经夺取了伊斯坦布尔城。尽管它有许多名字，但是我们应该恢复这座城市原本的名字：君士坦丁堡。;;;;;;;;;;;;;
sudeteland_exchange_title;摩拉维亚交换条约;;;;;;;;;;;;;
sudeteland_exchange_desc;为了修复我们在上次战争中被破坏的关系，我们应该与摩拉维亚的原主人提出交涉看看他们是否愿意用边境的德意志人聚居地区来交换我们割走的土地。;;;;;;;;;;;;;
budapest_united_title;建立布达佩斯;;;;;;;;;;;;;
budapest_united_desc;在18和19世纪中，佩斯成为了匈牙利天然的经济、运输、工业及文化中心，而附近的布达和古布达两个城镇依然很小。不久之前，连接布达和佩斯的塞切尼链桥正式开通，它是第一座跨越多瑙河的永久性桥梁，使得佩斯的重要性日渐上升到足以与维也纳匹敌。但是为了建设现代化大都市，就需要足够的空间以容纳不断增长的人口和扩张的市区，因此我们最好把布达、古布达和佩斯三座城镇合并来作为我们的首都——布达佩斯。;;;;;;;;;;;;;
establish_the_kaitakushi_title;设立开拓使;;;;;;;;;;;;;
establish_the_kaitakushi_desc;新政府认为北海道的发展对日本的繁荣与国防安全至关重要，因此在1869年建立了北海道开拓使。政府邀请农民、士兵和其他移民从全国各地前来支援这片处女地的发展。开拓使还邀请了美国前农业部长霍雷斯·凯普隆引进国外技术。美国农业技术的引入推动了当地的发展和现代化建设，导致资金密集型农业大为发展，还因地制宜地开办了煤矿、伐木场、啤酒厂和罐头厂。随着公路、海港、铁路等基础设施地建设和本州青森与北海道函馆之间青函海峡航线的开通，城市区域开始在整个北海道形成。;;;;;;;;;;;;;
japanese_outer_manchuria_title;沿海州地区;;;;;;;;;;;;;
japanese_outer_manchuria_desc;我们称之为沿海州的东北亚海岸地区已经被我们牢牢掌握。为了向世界证明这一点，也为了吸引移民，我们应该将这些地方更名为日本名称。;;;;;;;;;;;;;
chinese_outer_manchuria_title;关外地区;;;;;;;;;;;;;
chinese_outer_manchuria_desc;外国人控制关外已经很长时间了，现在我们终于驱除了那些蛮夷。他们用外文名字称呼中国的土地，把蛮夷的语言整得到处都是。我们应该尽快恢复它们正确的名字。;;;;;;;;;;;;;
abolish_los_fueros_title;废除地方传统法律（Fueros）;;;;;;;;;;;;;
abolish_los_fueros_desc;在第一次卡洛斯战争后，西班牙国王无情的集权化行动导致了巴斯克的地方特别法（Fueros，当地宪法和法律系统）被削弱，但它在最后一次卡洛斯战争之后才最终被废止。战争之后，一部新的西班牙宪法被草拟出，意在建立一个单一的、中央集权的行政体系以取代西班牙-卡斯蒂利亚的传统模式。纳瓦拉受到影响，但它当时并未受到进一步的影响，因为1841年的妥协法案（Ley Paccionada）将其正式从半自治的“纳瓦拉王国”变为西班牙的一个省份。尽管事实上许多巴斯克人连一丁点西班牙语都不会说，巴斯克人还是被混编入西班牙军队中，而不是被组织为单独的军团，这使得他们蒙受巨大的压力。这些变化使得西班牙转变为现代化的统一国家，摆脱了中世纪王国最后的残余，也是迈向根除暗地里推动卡洛斯派和克里斯蒂娜派的地方主义思想的第一步。;;;;;;;;;;;;;
petrograd_renaming_act_title;重命名圣彼得堡;;;;;;;;;;;;;
petrograd_renaming_act_desc;我们正与德国开战，应该把圣彼得堡重命名为彼得格勒（意为“彼得之城”），以去掉来自德语的“圣”和“堡”。;;;;;;;;;;;;;
greater_norway_title;大挪威;;;;;;;;;;;;;
greater_norway_desc;我们已经是国际社会上不可小觑的强权。是时候宣称那些作为我们古老遗产的土地了！;;;;;;;;;;;;;
new_life_in_the_new_world_title;新世界的新生活;;;;;;;;;;;;;
new_life_in_the_new_world_desc;由于我们的人民享受广泛的政治自由，上院中的一些人提出一个增进我们实力的方法：为数众多的欧洲人会前来我们的国家工作，只要$COUNTRY_ADJ$为他们付路费就行了。宣传、奖励、报销路费和与其他政府签订条约之类的手段可以大幅提升我国吸引的移民人数。来$COUNTRY$享受新生活吧！;;;;;;;;;;;;;
integrate_neuchatel_prussia_title;整合纳沙泰尔;;;;;;;;;;;;;
integrate_neuchatel_prussia_desc;纳沙泰尔危机已经在我们的努力下得以解决，现在我们可以宣布纳沙泰尔是我国不可分割的一部分了。;;;;;;;;;;;;;
integrate_neuchatel_title;成立纳沙泰尔共和国;;;;;;;;;;;;;
integrate_neuchatel_desc;纳沙泰尔危机已经在我们的努力下得以解决，现在我们可以宣布纳沙泰尔共和国是我国不可分割的一部分了。;;;;;;;;;;;;;
integrating_rgs_title;将南里奥格兰德并入巴西;;;;;;;;;;;;;
integrating_rgs_desc;南里奥格兰德是一片被巴西宣称主权的土地，我们很容易就能让它回归巴西。在我们的监督下，南里奥格兰德将会回归巴西联邦。;;;;;;;;;;;;;
integrating_bahia_title;将巴伊亚并入巴西;;;;;;;;;;;;;
integrating_bahia_desc;巴伊亚是一片被巴西宣称主权的土地，我们很容易就能让它回归巴西。在我们的监督下，巴伊亚将会回归巴西联邦。;;;;;;;;;;;;;
integrating_pernambuco_title;将伯南布哥并入巴西;;;;;;;;;;;;;
integrating_pernambuco_desc;伯南布哥是一片被巴西宣称主权的土地，我们很容易就能让它回归巴西。在我们的监督下，伯南布哥将会回归巴西联邦。;;;;;;;;;;;;;
heavenly_capital_title;天京;;;;;;;;;;;;;
heavenly_capital_desc;我们的军队占领了明朝旧都南京，现在我们可以把它作为神圣的首都——天京。;;;;;;;;;;;;;
abolish_heavenly_capital_title;重夺南京;;;;;;;;;;;;;
abolish_heavenly_capital_desc;我们的军队重新占领了南京，这座城市曾经被作为明朝最早的首都存在, 并且它在太平天国之乱中被重新命名为天京，而我们现在需要清除叛乱的痕迹，恢复城市的历史名称。.;;;;;;;;;;;;;
champassak_integration_act_title;整合占巴塞;;;;;;;;;;;;;
champassak_integration_act_desc;占巴塞几十年来一直作为我们的附庸，但随着我们的现代化，我们必须将行政体系集权化。是时候终结它了。;;;;;;;;;;;;;
claim_tibet_title;宣称西藏;;;;;;;;;;;;;
claim_tibet_desc;西藏自古以来就是中国的一部分，但它却在乱世中独立了。是时候让这个迷途的孩子回归祖国母亲的怀抱了。;;;;;;;;;;;;;
the_totalitarian_regime_title;极权主义制度;;;;;;;;;;;;;
the_totalitarian_regime_desc;我们必须永远保证象棋的纯洁性。我们必须谴责“为下棋而下棋”这种观点。我们要组织象棋选手工作队，马上着手实现象棋的五年计划。我们国家做了必要的工作，建立起一种新的政治制度框架，一种国家可以完全控制社会，尽可能地控制公共和私人生活的各个方面的政治制度。 我们必须把这一切都变成正式规定，做好善后工作，建立对社会的绝对控制。;;;;;;;;;;;;;
ideological_indoctrination_fascist_title;意识形态灌输和大众宣传;;;;;;;;;;;;;
ideological_indoctrination_fascist_desc;我们政治体制的建立靠的是通过工程学、自然科学、社会科学和生命科学以及基础教育等广泛领域的教育教导人民为国家做贡献。随着法西斯政党夺权，法西斯主义的意识形态开始渗透到教育系统中，灌输革命的成功和对$COUNTRY$的信心至关重要的观点。;;;;;;;;;;;;;
ideological_indoctrination_communist_title;意识形态灌输和大众宣传;;;;;;;;;;;;;
ideological_indoctrination_communist_desc;我们政治体制的建立靠的是通过工程学、自然科学、社会科学和生命科学以及基础教育等广泛领域的教育教导人民为国家做贡献。随着共产党夺权，共产主义的意识形态开始渗透到教育系统中，灌输革命的成功和对$COUNTRY$的信心至关重要的观点。;;;;;;;;;;;;;
the_cult_of_personality_title;个人崇拜;;;;;;;;;;;;;
the_cult_of_personality_desc;感谢$MONARCHTITLE$。感谢你是因为我快乐。感谢你是因为我健康。不论我变得多老，我都不会忘记两天前$MONARCHTITLE$接见我们时的景象。几世纪后，我们的子孙后代会认为我们是最幸福的人，最幸运的人，因为我们活在这个世纪，因为我们有幸见到我们的伟大领袖——$MONARCHTITLE$。一切都归于你，我们国家的伟大领袖。当我和我爱人的孩子出世时，小家伙第一个会说的词应当是：$MONARCHTITLE$......;;;;;;;;;;;;;
the_fascist_terror_title;大清洗;;;;;;;;;;;;;
the_fascist_terror_desc;在这一刻，我为$COUNTRY_ADJ$人民的命运负责，因此我成为了$COUNTRY_ADJ$最高裁决者。我下令射杀叛国贼的头目，而且下令根除我们国内那些腐败溃烂的坏疽。国家的存续取决于其内部的安全与稳定，不容任何犯罪者的威胁！所有人都必须清楚，如果有人试图反抗国家的权威，坟墓将是他的最终归宿。;;;;;;;;;;;;;
the_red_terror_title;爱国主义大清洗;;;;;;;;;;;;;
